Analysis,Group,Type,Distance,Time,Subject
Response,Cosine,Sim,0.006921513,100,4
Response,Cosine,Sim,0.000880269,100,5
Response,Cosine,Sim,0.009758907,100,6
Response,Cosine,Sim,0.018794471,100,7
Response,Cosine,Sim,0.004899855,100,8
Response,Cosine,Sim,0.005791744,100,9
Response,Cosine,Sim,0.035441611,100,10
Response,Cosine,Sim,0.013984675,100,11
Response,Cosine,Sim,0.023113235,100,12
Response,Cosine,Sim,NaN,100,13
Response,Cosine,Sim,0.036845671,150,1
Response,Cosine,Sim,0.023794014,150,2
Response,Cosine,Sim,0.014593604,150,3
Response,Cosine,Sim,0.005737041,150,4
Response,Cosine,Sim,0.003664251,150,5
Response,Cosine,Sim,0.002549307,150,6
Response,Cosine,Sim,0.007257284,150,7
Response,Cosine,Sim,0.017736074,150,8
Response,Cosine,Sim,0.007404419,150,9
Response,Cosine,Sim,0.02080374,150,10
Response,Cosine,Sim,NaN,150,11
Response,Cosine,Sim,0.029309915,150,12
Response,Cosine,Sim,0.010252902,150,13
Response,Cosine,Sim,0.011600426,200,1
Response,Cosine,Sim,0.023851223,200,2
Response,Cosine,Sim,0.012361345,200,3
Response,Cosine,Sim,0.012403409,200,4
Response,Cosine,Sim,0.023753149,200,5
Response,Cosine,Sim,0.011213896,200,6
Response,Cosine,Sim,0.117655662,200,7
Response,Cosine,Sim,NaN,200,8
Response,Cosine,Sim,0.01388971,200,9
Response,Cosine,Sim,0.017654698,200,10
Response,Cosine,Sim,0.014482478,200,11
Response,Cosine,Sim,0.028331351,200,12
Response,Cosine,Sim,0.016111415,200,13
Response,Cosine,Sim,0.035885759,250,1
Response,Cosine,Sim,0.032447448,250,2
Response,Cosine,Sim,0.031235176,250,3
Response,Cosine,Sim,0.010396308,250,4
Response,Cosine,Sim,0.040107007,250,5
Response,Cosine,Sim,0.049310095,250,6
Response,Cosine,Sim,0.037232052,250,7
Response,Cosine,Sim,0.005152439,250,8
Response,Cosine,Sim,0.012225612,250,9
Response,Cosine,Sim,0.044834717,250,10
Response,Cosine,Sim,0.010033537,250,11
Response,Cosine,Sim,0.013222132,250,12
Response,Cosine,Sim,0.011515507,250,13
Response,Cosine,Sim,0.004121486,300,1
Response,Cosine,Sim,0.026165117,300,2
Response,Cosine,Sim,0.015423386,300,3
Response,Cosine,Sim,NaN,300,4
Response,Cosine,Sim,NaN,300,5
Response,Cosine,Sim,0.004219632,300,6
Response,Cosine,Sim,0.195906598,300,7
Response,Cosine,Sim,0.033052234,300,8
Response,Cosine,Sim,NaN,300,9
Response,Cosine,Sim,0.017426747,300,10
Response,Cosine,Sim,0.014638142,300,11
Response,Cosine,Sim,0.036445847,300,12
Response,Cosine,Sim,0.014375334,300,13
